volume_m3,head_m,pipe_diameter_m,pump_power_kw,turbine_power_kw,pv_kwp,daily_energy_kwh,evaporation_rate_mm_month,reservoir_type_code,latitude,longitude,annual_solar_yield_kwh_per_kwp,location,design_id,efficiency,realized_efficiency,cost,autonomy,load_served_ratio,pumped,generated,unmet,curtailed,water_balance_residual_m3,is_physically_valid
56.43791864764796,19.622444862409917,0.06204242062402659,9.523892477884798,2.9058244490311673,25.95060944120908,20.08955441192039,44.61069678473615,2,8.7542,80.4982,1458.7025860771812,Vavuniya,00-0000,58.69861758399442,58.69861758399442,397160.82076125714,0.06083805655868086,0.4900407227083965,328.26124958694464,192.68481557148212,3739.371946889842,34125.32925469405,9.769962616701378e-15,True
132.97416929546276,39.4651680790307,0.19222197050334544,5.179130744667611,6.674987956167541,11.463914645029316,33.27091045112861,45.02227076064921,0,8.7542,80.4982,1458.7025860771812,Vavuniya,00-0001,76.34724175038347,76.34724175038347,2161938.725549028,0.17407567469039845,0.5583374584773285,2482.2979044037297,1895.1659820398183,5363.497927045816,9354.925629292296,1.3500311979441904e-13,True
465.43958156704656,6.814733424035118,0.23937257367797438,3.1321618086085623,2.3392172511322746,11.852671971966945,44.16886466011705,41.8402680646074,0,8.7542,80.4982,1458.7025860771812,Vavuniya,00-0002,75.51419612467002,75.51419612467002,4240582.651489356,0.07925332271587898,0.4555441045033048,1519.1433218669986,1147.1688674894724,8777.519547982673,9573.43275009485,-2.5579538487363607e-13,True
59.15145841017378,9.433828420317298,0.054895085314027266,9.318585918293424,2.7916293539601695,27.216854366046547,32.4251816117586,72.3265222094362,1,8.7542,80.4982,1458.7025860771812,Vavuniya,00-0003,43.130211518801566,43.130211518801566,476439.8564025922,0.018992955146529156,0.45963462617600875,246.88349844598164,106.48137508476906,6395.327564776291,34121.030001761275,-3.552713678800501e-15,True
71.37276974278011,32.98097180295096,0.29983192719528473,6.698152422478003,2.4328171034020873,7.804183045098554,27.17198939591991,46.5343816679309,3,8.7542,80.4982,1458.7025860771812,Vavuniya,00-0004,76.49298035519304,76.49298035519304,1376318.720269185,0.09560840922083509,0.4180536218066572,372.15886540571165,284.6754078049003,5771.61389830118,7150.336301294543,-1.509903313490213e-14,True
625.2659035828801,15.104500864838792,0.07991350156882093,5.122796177813464,3.2882738013306096,19.170002294938126,18.67970550920996,36.31065378112489,0,8.7542,80.4982,1458.7025860771812,Vavuniya,00-0005,37.198522742786594,37.198522742786594,5406717.932790741,0.5579851357095879,0.8077102182239719,6427.059864474727,2390.7713253791403,1311.0495210423546,18420.00039381685,-4.149569576838985e-12,True
39.181157044151426,20.76877083875912,0.0867623252673385,15.894505045852899,3.5560850055176076,5.022136748161601,49.05326388152838,75.32644518969283,0,8.7542,80.4982,1458.7025860771812,Vavuniya,00-0006,74.64801697212505,74.64801697212505,744818.5915378674,0.01830803236481031,0.31232269604273355,345.15268540016126,257.6496351772578,12312.477933569133,1646.337428764537,-1.7763568394002505e-15,True
174.50814277231575,34.73461126719997,0.15423392617980258,5.757368128356871,2.290497016714597,18.124229554135802,18.302531304430705,71.03927076635901,3,8.7542,80.4982,1458.7025860771812,Vavuniya,00-0007,76.01787997808118,76.01787997808118,881984.333045519,0.3655009506020654,0.5551784889253879,871.7528905232653,662.6880660234293,2971.596265434449,22519.968036091726,6.590283874174929e-13,True
29.585792828046817,11.430642420565388,0.1282825091774933,2.3766701032507562,9.399695558493104,19.00845208713183,32.57771871390635,59.06080508954469,3,8.7542,80.4982,1458.7025860771812,Vavuniya,00-0008,76.28745405159657,76.28745405159657,394838.3340744856,0.011456572601686673,0.4392295183171675,52.26426440662258,39.87107669460714,6668.047400593658,22492.465099129153,3.3306690738754696e-15,True
423.5304233527046,42.16743918461336,0.18704990812402766,7.724543486784574,19.912204006530867,22.93194101623509,17.061524910789945,39.69193641104832,2,8.7542,80.4982,1458.7025860771812,Vavuniya,00-0009,76.0467059375788,76.0467059375788,2317169.7357925735,1.1552221964646583,0.8439094269983733,3103.7170493161248,2360.274577627931,972.0472678564569,27452.029867881407,5.115907697472721e-13,True
